空调开启后油耗还可以		油耗	空调效果不好	油耗可以接受	油耗较高	油耗很满意	市区油耗高	空调效果好	油耗很低	油耗满意	油耗低	油耗偏高	高速油耗高	空间、	油门适中	油门灵敏	空间宽裕	后排压抑	油门重	空间一般	油箱大
前排空间够用		前排空间够用	前排空间够大	后排空间够用	储物空间够用	前排空间不错	空间够用	前排空间偏小	后排空间够大	空间不够用	后排空间不大	空间够大	后备厢空间够用	后排空间小	后排空间很大	空间、	空间宽裕	储物空间很少	储物空间合理	空间一般	横向空间小
后排空间紧凑		后排空间不大	后排空间够大	后排空间小	后排空间很大	后排空间够用	前排空间够用	前排空间不错	前排空间偏小	前排空间够大	空间、	空间宽裕	后排压抑	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	后排支撑够	后排舒服	后排头部空间小
方向盘没有虚位		方向盘大小适中	方向盘手感好	方向盘指向精准	方向盘抖动	方向盘手感不好	转向力度适中	转向灵活	横向空间小	转向很沉	转向不精准	有异响	转向精准	转向轻盈	底盘扎实	转向沉稳	仪表盘大气	转向较轻	底盘松散	转向性能不行	有异味
车里隔音效果差		隔音好	空间效果好	空调效果好	隔音不好	避震效果好	制冷效果好	车尾小气	音响效果不好	车尾别扭	路感差	车头漂亮	内饰用料差	车漆偏薄	车漆质量好	噪音小	空调效果不好	车漆很薄	用料略差	车头霸气	避震效果不好
方向盘精准		转向不精准	转向精准	方向盘指向精准	方向盘抖动	方向盘手感好	操控精准	转向灵活	方向盘大小适中	横向空间小	转向很沉	转向轻盈	底盘扎实	转向沉稳	仪表盘大气	转向较轻	底盘松散	方向盘手感不好	指向差	底盘舒适	转向偏沉
第一排座椅不舒适		座椅不舒服	后排座椅舒服	座椅不灵活	座椅不够舒服	后排座椅难受	座椅舒服	座椅灵活	座椅偏硬	后排舒服	前排空间不错	后排空间不大	座椅用料好	空间舒适	第三排空间挤	底盘舒适	内饰不错	内饰不好看	操控不好	视野不好	设计不好看
自动驻车差		动力充足	发动机抖动	发动机抖	路感差	内饰用料差	动力不足	刹车软	动力满意	动力偏弱	动力够用	动力不错	动力很弱	发动机稳定	用料略差	发动机不错	指向差	通过性差	导航差	新车味道大	内饰不错
内饰出色		内饰不错	内饰豪华	内饰好看	内饰简洁	内饰不好看	内饰用料差	内饰用料好	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好
内饰颜色不耐看		内饰不好看	内饰不错	内饰质感不错	内饰用料不好	内饰做工不好	内饰做工不错	内饰设计不错	内饰好看	设计不好看	内饰用料差	内饰不够豪华	内饰做工很好	内饰豪华	内饰用料好	前脸不好看	内饰简洁	尾灯不好看	屁股难看	操控不好	视野不好
车内隔音效果好		隔音好	空间效果好	空调效果好	隔音不好	避震效果好	制冷效果好	音响效果不好	内饰用料不好	车漆质量好	空调效果不好	内饰做工不好	内饰做工很好	避震效果不好	音响效果很好	内饰用料好	车内异响	内饰不错	内饰不好看	操控不好	视野不好
后排座椅角度能够调节		后排座椅难受	后排座椅舒服	后排支撑够	座椅不够舒服	后排空间够大	后排空间够用	座椅灵活	后排压抑	座椅偏硬	座椅不灵活	座椅不舒服	前排空间够用	后排舒服	后排头部空间小	后排空间不大	后排无隆起	后备厢空间够大	座椅用料好	座椅舒服	后备厢空间够用
后排中间凸起小		后排空间小	后排头部空间小	前排空间偏小	后排空间不大	后排无隆起	后排空间够大	后排有隆起	后排空间很大	后排空间够用	后排压抑	横向空间小	前排空间够用	后排支撑够	后排舒服	前排空间不错	后排座椅难受	后备厢空间比较小	主驾空间小	后排坐垫短	空间小
没有促销		有异响	有异味	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	屏幕清晰	远光够亮	座椅灵活	空间宽裕
续航大		油箱大	异味大	风噪大	噪音大	导航差	邮箱大	空间、	导航好用	隔音好	丰富	油耗	头部	路感差	操控好	油门重	省电	做工好	导航不错	侧倾较大	灯光暗
底盘通过性差劲		通过性差	通过性好	底盘扎实	底盘松散	座椅包裹性差	底盘舒适	刹车性能好	路感差	内饰用料差	避震支撑性好	用料略差	过弯平稳	指向差	导航差	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高
离合器踏板轻重合适		按键布局合理	油门重	储物空间合理	按键布局不合理	转向轻盈	转向较轻	空间舒适	油门很轻	底盘舒适	设计合理	操控笨重	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看	操控不好
内饰材质差		内饰用料差	内饰不错	内饰不好看	内饰豪华	内饰用料好	内饰好看	内饰简洁	内饰质感不错	路感差	内饰用料不好	内饰不够豪华	内饰做工不好	内饰做工很好	用料略差	内饰做工不错	内饰设计不错	指向差	通过性差	导航差	新车味道大
二手车保值率不高		刹车不好	新车味道大	内饰不错	配置很高	操控不好	视野不好	安全配置高	刹车性能好	内饰质感不错	车尾小气	倒车影像清晰	音响效果不好	刹车灵敏	高速不稳	车尾别扭	导航不错	车头漂亮	内饰用料不好	设计不好	车漆偏薄
刹车踏板轻重合适		刹车性能好	刹车不好	刹车灵敏	刹车软	刹车不灵敏	刹车平顺	刹车异响	新车味道大	车尾小气	倒车影像清晰	车尾别扭	按键布局合理	油门重	储物空间合理	车头漂亮	按键布局不合理	车漆偏薄	车漆质量好	车漆很薄	转向轻盈
油耗低		油耗低	油耗	油耗很低	油门重	油箱大	油耗较高	配置低	油耗满意	噪音低	油箱小	油耗偏高	空间、	配置略低	油门适中	油门灵敏	隔音好	丰富	头部	路感差	操控好
前排空间绰绰有余		前排空间够用	前排空间不错	前排空间偏小	前排空间够大	后排空间不大	后排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间效果好	空间不够用	空间够用	空间很大
转向灵活性好评		转向灵活	转向力度适中	座椅灵活	转向很沉	转向不精准	方向盘手感好	避震支撑性好	转向精准	空间灵活	转向轻盈	转向沉稳	转向较轻	转向性能不行	转向手感不错	转向偏沉	通过性好	内饰不好看	操控不好	导航好用	油门灵敏
起步无力		起步平稳	起步很快	起步偏慢	起步快	起步慢	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	屏幕清晰
储物空间设计不好		储物空间够用	储物空间很少	储物空间合理	设计不好	储物空间鸡肋	储物空间大	储物空间少	储物空间小	设计不好看	空间效果好	空调效果不好	前排空间不错	后排空间不大	空间不错	内饰设计不错	中控设计好	头部空间不错	空间、	操控不好	视野不好
冬天续航短		后排坐垫短	导航差	新车味道大	内饰不错	内饰不好看	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	驾驶位宽敞	设计不好看
手套箱设计糟糕		设计不好	设计好看	内饰设计不错	设计简洁	中控设计好	设计合理	设计不好看	变速箱换挡积极	油箱大	邮箱小	变速箱不行	变速箱有顿挫感	变速箱响应慢	设计不灵活	油箱小	邮箱大	变速箱换挡平顺	新车味道大	内饰不错	内饰不好看
内饰造型给力		内饰不错	内饰不好看	内饰质感不错	尾灯造型独特	内饰用料不好	内饰用料差	内饰不够豪华	内饰做工不好	内饰做工很好	内饰豪华	内饰做工不错	内饰设计不错	内饰用料好	内饰好看	内饰简洁	新车味道大	转向力度适中	空间、	配置很高	屁股难看
保险杠薄		车漆偏薄	车漆很薄	铁皮薄	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	屏幕清晰	远光够亮	座椅灵活
操控好评		操控好	操控不好	操控很好	操控沉稳	操控一般	操控笨重	操控还行	操控精准	操控不错	导航好用	隔音好	前脸好看	做工好	尾灯好看	设计好看	中控异响	操作顺手	屏幕好	中控大气	中控简洁
涡轮介入迟滞		新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	驾驶位宽敞	设计不好看	屏幕清晰
外型设计满意		设计不好	动力满意	油耗很满意	设计好看	油耗满意	内饰设计不错	设计简洁	中控设计好	设计合理	设计不好看	设计不灵活	外观一般	外观做工不错	外观好看	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高
离合器踏板轻重合理		按键布局合理	储物空间合理	按键布局不合理	设计合理	油门重	转向轻盈	转向较轻	油门很轻	不便打理	便于打理	屏幕不好打理	操控笨重	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看
内饰异味浓		内饰不错	内饰不好看	内饰用料差	异味大	无异味	内饰豪华	内饰用料好	有异味	内饰好看	内饰简洁	内饰质感不错	A柱异响	内饰用料不好	内饰不够豪华	有异响	内饰做工不好	内饰做工很好	中控异响	内饰做工不错	无异响
方向盘手感好评		方向盘手感好	方向盘手感不好	方向盘大小适中	方向盘指向精准	方向盘抖动	转向手感不错	内饰不好看	转向力度适中	操控不好	导航好用	视野不好	隔音好	设计不好看	刹车性能好	内饰质感不错	前脸好看	刹车不好	按键质感一般	日行灯好看	音响效果不好
内饰做工不好		内饰做工不好	内饰做工很好	内饰做工不错	内饰用料不好	内饰不错	内饰不好看	内饰质感不错	做工好	做工不错	内饰设计不错	内饰用料好	外观做工不错	操控不好	视野不好	外观做工不精细	刹车不好	音响效果不好	设计不好	内饰用料差	内饰不够豪华
扶手箱空间紧凑		空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	前排空间够用	前排空间不错	空间够用	前排空间偏小	后排空间不大	空间很大	空间灵活	后排空间够大	后备厢空间够大	空间不错	空间够大	后备厢空间够用	空间舒适
充电费力		充电便捷	省电	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	屏幕清晰	远光够亮	座椅灵活	空间宽裕
方向盘材质还不错		方向盘手感不好	内饰质感不错	方向盘大小适中	方向盘手感好	方向盘指向精准	方向盘抖动	转向手感不错	内饰不错	导航不错	前排空间不错	动力不错	做工不错	空间不错	转向性能不行	内饰做工不错	内饰设计不错	发动机不错	氛围灯不错	外观做工不错	前脸不错
性价比还不错		内饰不错	内饰质感不错	导航不错	前排空间不错	动力不错	做工不错	空间不错	内饰做工不错	内饰设计不错	发动机不错	转向手感不错	氛围灯不错	外观做工不错	前脸不错	头部空间不错	加速不错	操控不错	配置不错	操控不好	视野不好
前排空间紧张		前排空间够用	前排空间不错	前排空间偏小	前排空间够大	后排空间不大	后排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间够用	空间很大	空间灵活	空间不错
外观设计不错		内饰设计不错	外观做工不错	设计不好	内饰不错	设计不好看	外观做工不精细	内饰质感不错	导航不错	前排空间不错	设计好看	动力不错	做工不错	空间不错	内饰做工不错	设计不灵活	发动机不错	设计简洁	转向手感不错	外观一般	中控设计好
氛围灯好看		日行灯好看	尾灯好看	氛围灯不好	氛围灯不错	内饰不好看	设计不好看	前脸好看	日行灯难看	设计好看	车尾好看	前脸不好看	外观好看	内饰好看	前脸很好看	尾灯不好看	屁股难看	操控不好	导航好用	视野不好	隔音好
外型设计还不错		内饰设计不错	设计不好	外观做工不错	内饰不错	设计不好看	内饰质感不错	导航不错	前排空间不错	设计好看	动力不错	做工不错	空间不错	内饰做工不错	设计不灵活	发动机不错	设计简洁	转向手感不错	中控设计好	氛围灯不错	设计合理
第一排腰部支撑差劲		后排支撑够	后排头部空间小	避震支撑性好	第三排空间挤	主驾头部空间太小	后排压抑	头部	路感差	内饰用料差	主驾头部空间小	前排空间够用	后排舒服	前排空间不错	后排座椅难受	前排空间偏小	后排空间不大	后排无隆起	后排空间够大	用料略差	后排坐垫短
郊区路段省油		路感差	省电	路感	市区油耗高	路感清晰	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好
起步好评		起步平稳	起步很快	起步偏慢	起步快	起步慢	导航好用	隔音好	前脸好看	操控好	做工好	尾灯好看	设计好看	屏幕好	车尾好看	外观好看	内饰好看	漆面好	内饰不错	内饰不好看	空间、
高速油耗低		高速油耗高	油耗低	油耗	高速不稳	市区油耗高	油耗很低	高速稳定	配置略低	油门重	油箱大	加速较慢	变速箱不行	油耗较高	配置低	油耗满意	噪音低	油箱小	油耗偏高	加速不错	加速很快
外型设计不错		内饰设计不错	设计不好	外观做工不错	内饰不错	设计不好看	内饰质感不错	导航不错	前排空间不错	设计好看	动力不错	做工不错	空间不错	内饰做工不错	设计不灵活	发动机不错	设计简洁	转向手感不错	中控设计好	氛围灯不错	设计合理
内饰造型差劲		内饰用料差	内饰不错	内饰不好看	内饰质感不错	尾灯造型独特	内饰用料不好	内饰不够豪华	内饰做工不好	内饰做工很好	内饰豪华	内饰做工不错	内饰设计不错	内饰用料好	内饰好看	内饰简洁	路感差	用料略差	指向差	通过性差	导航差
氛围灯不耐看		氛围灯不好	氛围灯不错	尾灯不好看	内饰不好看	设计不好看	日行灯好看	尾灯好看	日行灯难看	前脸不好看	内饰不错	屁股难看	操控不好	视野不好	动力不平顺	前脸好看	刹车不好	大灯漂亮	高速不稳	导航不错	座椅不灵活
转向灵活性不错		转向灵活	转向手感不错	转向性能不行	内饰不错	转向力度适中	座椅灵活	内饰质感不错	导航不错	转向很沉	前排空间不错	转向不精准	转向精准	空间灵活	转向轻盈	动力不错	转向沉稳	做工不错	转向较轻	空间不错	方向盘手感不好
高速加速好		高速不稳	高速稳定	高速油耗高	操控不好	视野不好	隔音好	刹车性能好	刹车不好	操控好	做工好	设计不好	加速较慢	车漆质量好	变速箱不行	空间效果好	动力非常好	操控很好	用料不好	座椅用料好	空调效果好
仪表盘造型还不错		仪表盘大气	仪表盘简洁明了	内饰不错	内饰质感不错	导航不错	尾灯造型独特	前排空间不错	动力不错	做工不错	空间不错	方向盘手感不好	内饰做工不错	内饰设计不错	发动机不错	转向手感不错	氛围灯不错	外观做工不错	前脸不错	头部空间不错	加速不错
储物空间狭窄		储物空间够用	储物空间很少	储物空间合理	储物空间鸡肋	储物空间大	储物空间少	储物空间小	空间、	空间宽裕	门板储物空间大	空间一般	横向空间小	前排空间够用	前排空间不错	空间够用	前排空间偏小	后排空间不大	空间很大	空间灵活	后排空间够大
操控优秀		操控不好	操控好	操控很好	操控沉稳	操控一般	操控笨重	操控还行	操控精准	操控不错	中控异响	操作顺手	中控大气	中控简洁	内饰不错	空间、	配置很高	屁股难看	导航好用	配置略低	动力充足
内饰做工不细致		内饰做工不好	内饰做工不错	内饰做工很好	内饰不错	内饰不好看	外观做工不精细	内饰质感不错	内饰用料不好	做工不错	内饰设计不错	外观做工不错	做工好	内饰用料差	内饰不够豪华	做工讲究	内饰豪华	内饰用料好	内饰好看	内饰简洁	做工粗糙
内饰优秀		内饰不错	内饰豪华	内饰好看	内饰简洁	内饰不好看	内饰用料差	内饰用料好	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好
倒车雷达好评		刹车性能好	刹车不好	倒车影像清晰	车尾好看	新车味道大	内饰不好看	操控不好	导航好用	视野不好	隔音好	设计不好看	车尾小气	前脸好看	日行灯好看	刹车灵敏	车尾别扭	操控好	做工好	车头漂亮	设计不好
门板储物格狭窄		门板储物格鸡肋	门板储物空间大	储物空间大	储物空间少	储物空间小	储物空间够用	储物空间很少	储物空间合理	储物空间鸡肋	后备厢储物空间少	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低
后备厢地板不平		后备厢空间够大	后备厢空间够用	后备厢开口大	后备厢功能较少	后备厢空间很大	后备厢比较小	后排空间不大	后备厢空间比较小	后备厢储物空间少	内饰不错	操控不好	视野不好	动力不平顺	内饰质感不错	刹车不好	后排压抑	音响效果不好	高速不稳	导航不错	内饰用料不好
第三排空间紧凑		第三排空间挤	前排空间够用	前排空间不错	前排空间偏小	后排空间不大	后排空间够大	前排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间够用	空间很大	空间灵活
内饰颜色丑		内饰不错	内饰不好看	内饰用料差	内饰豪华	内饰用料好	内饰好看	内饰简洁	内饰质感不错	内饰用料不好	内饰不够豪华	内饰做工不好	内饰做工很好	内饰做工不错	内饰设计不错	新车味道大	空间、	配置很高	屁股难看	操控不好	导航好用
没有终身质保		有异响	有小毛病	有异味	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好
定速巡航不错		导航不错	加速不错	内饰不错	内饰质感不错	高速不稳	变速箱不行	前排空间不错	动力不错	做工不错	空间不错	内饰做工不错	内饰设计不错	发动机不错	转向手感不错	氛围灯不错	外观做工不错	前脸不错	头部空间不错	操控不错	配置不错
空间宽松		空间宽裕	空间、	空间一般	空间够用	空间很大	空间灵活	空间不错	空间够大	空间舒适	空间勾搭	空间小	空间较小	空间很小	视野宽敞	空间效果好	空间不够用	视野宽阔	空间不灵活	内饰不错	配置很高
方向盘轻重合理		方向盘大小适中	方向盘手感好	方向盘指向精准	方向盘抖动	方向盘手感不好	按键布局合理	储物空间合理	按键布局不合理	转向轻盈	转向较轻	设计合理	转向力度适中	油门重	转向灵活	横向空间小	转向很沉	转向不精准	转向精准	底盘扎实	转向沉稳
钣金做工不细腻		外观做工不精细	内饰做工不好	做工不错	内饰做工不错	外观做工不错	做工好	做工讲究	内饰做工很好	做工粗糙	内饰不错	内饰不好看	操控不好	视野不好	设计不好看	动力不平顺	内饰质感不错	刹车不好	音响效果不好	高速不稳	导航不错
空调开启后油耗高		市区油耗高	高速油耗高	油耗	空调效果不好	油耗较高	空调效果好	油耗低	油耗偏高	空间、	配置很高	安全配置高	空间宽裕	后排压抑	油门重	空间一般	油箱大	空间效果好	空间不够用	后排舒服	启停不好用
表显油耗不精准		转向不精准	外观做工不精细	油耗	油耗较高	油耗很满意	转向精准	市区油耗高	方向盘指向精准	油耗很低	油耗满意	油耗低	油耗偏高	操控精准	高速油耗高	内饰不错	内饰不好看	操控不好	油门适中	油门灵敏	视野不好
前排空间小		前排空间偏小	后排空间小	横向空间小	前排空间够用	前排空间不错	主驾空间小	空间小	前排空间够大	储物空间小	空间、	后排头部空间小	后排空间不大	后排空间够大	储物空间大	空间较小	改装空间大	第三排空间挤	储物空间少	空间很小	后排空间很大
离合器踏板轻重不合适		按键布局不合理	内饰不错	内饰不好看	门板储物格鸡肋	操控不好	视野不好	设计不好看	外观做工不精细	动力不平顺	内饰质感不错	刹车不好	音响效果不好	高速不稳	按键布局合理	油门重	门板储物空间大	储物空间合理	导航不错	内饰用料不好	座椅不灵活
空调开启后动力够用		动力够用	空间不够用	空间够用	动力充足	储物空间够用	动力不足	动力满意	前排空间够用	空调效果不好	启停不好用	动力偏弱	动力不错	动力很弱	空间够大	空调效果好	后备厢空间够用	后排空间够用	空间、	导航好用	远光够亮
外型设计耐看		设计好看	设计不好看	设计不好	内饰设计不错	设计简洁	中控设计好	设计合理	外观好看	内饰不好看	屁股难看	前脸好看	日行灯好看	尾灯好看	日行灯难看	设计不灵活	外观一般	车尾好看	外观做工不错	前脸不好看	内饰好看
第三排座椅舒服		后排座椅舒服	座椅舒服	座椅不舒服	后排舒服	后排座椅难受	第三排空间挤	座椅灵活	操控比较舒服	座椅偏硬	座椅不够舒服	后排压抑	座椅不灵活	前排空间够用	后排支撑够	前排空间不错	前排空间偏小	后排空间不大	后排无隆起	后排空间够大	座椅用料好
操控差劲		操控不好	操控好	操控很好	操控沉稳	操控一般	操控笨重	操控还行	操控精准	操控不错	路感差	中控异响	操作顺手	中控大气	中控简洁	指向差	导航差	内饰不错	空间、	配置很高	屁股难看
第三排腿部空间紧凑		第三排空间挤	后排头部空间小	主驾头部空间太小	主驾头部空间小	前排空间够用	前排空间不错	前排空间偏小	后排空间不大	后排空间够大	前排空间够大	后排空间小	后排空间很大	头部空间不错	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	门板储物空间大	储物空间合理
自适应巡航差		导航差	路感差	内饰用料差	用料略差	座椅包裹性差	指向差	通过性差	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏
第一排空间够用		前排空间够用	后排空间够用	储物空间够用	空间够用	后排空间够大	后备厢空间够用	前排空间够大	第三排空间挤	空间不够用	前排空间不错	前排空间偏小	后排空间不大	后备厢空间够大	空间够大	后排空间小	后排空间很大	空间、	空间宽裕	储物空间很少	储物空间合理
第一排空间大		第三排空间挤	后排空间不大	后排空间够大	前排空间够大	储物空间大	改装空间大	后排空间小	后排空间很大	横向空间大	空间、	门板储物空间大	横向空间小	前排空间够用	前排空间不错	前排空间偏小	空间很大	后备厢空间够大	空间够大	主驾空间小	空间小
车身商务风		车尾小气	车尾别扭	车头漂亮	车漆偏薄	车漆质量好	车漆很薄	车头霸气	车头小气	车漆漂亮	车尾好看	车内异响	车尾平庸	大灯拉风	车漆很厚	车门异响	新车味道大	内饰不错	内饰不好看	空间、	配置很高
前排腿部支撑不错		前排空间不错	后排支撑够	前脸不错	头部空间不错	内饰不错	内饰质感不错	导航不错	前排空间够用	后排头部空间小	前排空间偏小	后排空间不大	避震支撑性好	动力不错	做工不错	空间不错	内饰做工不错	内饰设计不错	前排空间够大	发动机不错	转向手感不错
电池安全性低		配置略低	安全配置高	避震支撑性好	配置低	油耗很低	座椅包裹性差	噪音低	油耗低	通过性好	通过性差	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	动力充足
前排腰部支撑合理		后排支撑够	按键布局合理	储物空间合理	按键布局不合理	前排空间够用	后排头部空间小	前排空间不错	前排空间偏小	避震支撑性好	前排空间够大	设计合理	主驾头部空间太小	前脸好看	后排压抑	头部	前脸霸气	主驾头部空间小	后排舒服	后排座椅难受	后排空间不大
车内隔音效果好评		隔音好	空间效果好	空调效果好	隔音不好	避震效果好	制冷效果好	内饰不好看	音响效果不好	内饰用料不好	车漆质量好	空调效果不好	内饰做工不好	内饰做工很好	避震效果不好	音响效果很好	音响效果一般	内饰用料好	车尾好看	车内异响	内饰好看
续航里程大		新车味道大	导航好用	导航不错	油箱大	侧倾较大	胎噪很大	异味大	空间很大	风噪大	空间够大	避震行程长	储物空间大	改装空间大	噪音大	横向空间大	导航差	邮箱大	内饰不错	内饰不好看	空间、
经济模式动力不好		动力不足	动力不错	操控不好	动力充足	视野不好	动力不平顺	刹车不好	音响效果不好	内饰用料不好	设计不好	动力满意	动力非常好	空调效果不好	内饰做工不好	动力偏弱	动力够用	用料不好	动力很弱	避震效果不好	方向盘手感不好
悬架减震给力		悬架偏软	避震硬朗	避震偏硬	避震软	避震硬	避震太软	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞
扶手箱空间设计不好		设计不好	设计不好看	空间效果好	空调效果不好	前排空间不错	后排空间不大	空间不错	内饰设计不错	中控设计好	头部空间不错	空间、	操控不好	视野不好	空间宽裕	刹车不好	储物空间够用	音响效果不好	储物空间很少	储物空间合理	空间一般
前排腰部支撑还不错		前排空间不错	后排支撑够	前脸不错	头部空间不错	内饰不错	内饰质感不错	导航不错	前排空间够用	后排头部空间小	前排空间偏小	后排空间不大	避震支撑性好	动力不错	做工不错	空间不错	内饰做工不错	内饰设计不错	前排空间够大	发动机不错	转向手感不错
前排没有腰部支撑		前排空间够用	后排支撑够	前排空间不错	前排空间偏小	前排空间够大	后排有隆起	前脸好看	后排压抑	头部	前脸霸气	后排舒服	后排头部空间小	后排座椅难受	后排空间不大	有异响	后排无隆起	后排空间够大	变速箱有顿挫感	后排坐垫短	做工还有提升空间
胎噪大		胎噪很大	风噪大	油箱大	异味大	噪音大	邮箱大	空间、	隔音好	丰富	油耗	头部	路感差	操控好	油门重	省电	做工好	侧倾较大	灯光暗	刹车软	邮箱小
市区路段加速糟糕		加速较慢	市区油耗高	加速不错	加速很快	高速不稳	路感差	路感	路感清晰	高速稳定	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看	操控不好	导航好用	配置略低
加速差		路感差	加速较慢	指向差	加速不错	导航差	加速很快	空间、	隔音好	丰富	油耗	头部	高速不稳	操控好	油门重	省电	做工好	油箱大	灯光暗	刹车软	邮箱小
后备厢空间够用		后备厢空间够用	后备厢空间够大	后备厢空间很大	后排空间够用	储物空间够用	前排空间够用	空间够用	后备厢空间比较小	后排空间够大	空间不够用	后排空间不大	空间够大	后备厢开口大	前排空间够大	后备厢功能较少	后排空间小	后排空间很大	后备厢比较小	后备厢储物空间少	空间、
第二排座椅能够调节		座椅不够舒服	后排座椅难受	后排座椅舒服	座椅灵活	座椅偏硬	座椅不灵活	座椅不舒服	前排空间够用	后排支撑够	后排空间够大	座椅用料好	座椅舒服	前排空间够大	座椅包裹性差	第三排空间挤	后排空间够用	远光够亮	刹车性能好	后排压抑	储物空间够用
储物空间设计满意		储物空间够用	储物空间很少	储物空间合理	储物空间鸡肋	储物空间大	储物空间少	储物空间小	空间、	空间宽裕	门板储物空间大	空间一般	设计不好	横向空间小	空间效果好	动力满意	前排空间够用	空间不够用	前排空间不错	空间够用	前排空间偏小
第一排空间紧凑		第三排空间挤	前排空间够用	前排空间不错	前排空间偏小	后排空间不大	后排空间够大	前排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间够用	空间很大	空间灵活
第三排空间紧张		第三排空间挤	前排空间够用	前排空间不错	前排空间偏小	后排空间不大	后排空间够大	前排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间够用	空间很大	空间灵活
发动机启停糟糕		发动机抖动	发动机抖	发动机噪音大	发动机稳定	发动机不错	动力充足	动力不平顺	动力不足	动力满意	动力输出平顺	动力非常好	启停不好用	动力偏弱	动力够用	动力不错	动力很弱	新车味道大	内饰不错	内饰不好看	转向力度适中
第一排座椅难受		后排座椅难受	后排座椅舒服	座椅灵活	座椅偏硬	座椅舒服	第三排空间挤	屁股难看	后排压抑	座椅不灵活	座椅不舒服	前排空间够用	后排支撑够	后排舒服	前排空间不错	油耗可以接受	前排空间偏小	后排空间不大	日行灯难看	后排无隆起	后排空间够大
转向轻重合理		转向轻盈	转向力度适中	按键布局合理	储物空间合理	转向灵活	转向很沉	转向不精准	转向精准	转向沉稳	转向较轻	转向性能不行	转向手感不错	转向偏沉	设计合理	油门重	按键布局不合理	横向空间小	方向盘手感好	方向盘抖动	不便打理
爬坡动力差		动力充足	发动机抖	路感差	内饰用料差	动力不足	动力满意	动力偏弱	动力够用	动力不错	动力很弱	用料略差	指向差	越野能力强	通过性差	导航差	新车味道大	内饰不错	内饰不好看	空间、	配置很高
